No.,MACHINE_NO,Lot,Product,Product Code,Tab,Operator EN,Result,X,Y,Z,Score,Force Fix Probe,Force Probe 1,Date,Time,Submission,Trays No,Max Rmse1,Min Rmse1,Max Im1Frq1(Sum-I),Min  Im1Frq1(Sum-I),Max Im1Frq2,Min Im1Frq2,Max Im1Frq3,Min Im1Frq3,Max Im1Frq4,Min Im1Frq4,Max Im1Frq5,Min  Im1Frq5,Max Rmse2,Min Rmse2,Max Im2Frq1(Sum-I),Min  Im2Frq1(Sum-I),Max Im2Frq2,Min Im2Frq2,Max Im2Frq3,Min Im2Frq3,Max Im2Frq4,Min Im2Frq4,Max Im2Frq5,Min Im2Frq5,Max Rmse3,Min Rmse3,Max Im3Frq1(Sum-I),Min Im3Frq1(Sum-I),Max Im3Frq2,Min Im3Frq2,Max Im3Frq3,Min Im3Frq3,Max Im3Frq4,Min Im3Frq4,Max Im3Frq5,Min  Im3Frq5,Rmse1 Result,Im1Frq1 Result(Sum-I),Im1Frq2 Result,Im1Frq3 Result, Im1Frq4 Result, Im1Frq5 Result,Rmse2 Result,Im2Frq1 Result(Sum-I),Im2Frq2 Result,Im2Frq3 Result, Im2Frq4 Result, Im2Frq5 Result,Rmse3 Result,Im3Frq1 Result(Sum-I),Im3Frq2 Result,Im3Frq3 Result, Im3Frq4 Result, Im3Frq5 Result,Vis Result,Sort Failure,Marked,Sorted,Im1Frq1(Sum-I),Im1Frq2,Im1Frq3,Im1Frq4,Im1Frq5,Im2Frq1(Sum-I),Im2Frq2,Im2Frq3,Im2Frq4,Im2Frq5,Im3Frq1(Sum-I),Im3Frq2,Im3Frq3,Im3Frq4,Im3Frq5,Impdance RMSE1,Impdance RMSE2,Impdance RMSE3,Data Frqs Raw1,Data Frqs Raw2,Data Frqs Raw3,Impdance Raw1,Impdance Raw2,Impdance Raw3,RMSE Raw1,RMSE Raw2,RMSE Raw3,RMSE Miss-Align Valid,ML Status1,ML Status2,ML Status3,ML Recon Err1,ML Recon Err2,ML Recon Err3,ML Recon Profi1,ML Recon Profi2,ML Recon Profi3,Part Exist Checked,Meas ExTime,Meas UPH,Sort ExTime,Sort UPH,Impedance Master,Impedance Master Rev,ML Rev,Max ML1,Min ML1,Max ML2,Min ML2,Max ML3,Min ML3
1,CRST_109,A1816812508300130162,ALDER_EX1_MPT_8168_UP,8168,Up,,Passed,21.25,-21.031,-52.09,97.70897031,0,0,25/02/2025,0:00:38,1,21,1000,0,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,1000,0,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Pass,N/A,N/A,N/A,N/A,N/A,Pass,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pass,N/A,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67982527,22.16258471,0,,,,'+5.59162848390E+001|+5.31301163989E+001|+4.98534009690E+001|+4.77234812205E+001|+4.73765475709E+001|+4.47675657960E+001|+5.67863707748E+001|+7.21037207392E+001|+9.37933031990E+001|+1.08834362029E+002|+9.15461577648E+001|+7.73743075502E+001|+6.54280614686E+001|+5.66758169050E+001|+5.07899295277E+001|+4.71356254659E+001|+5.09746880315E+001|+6.91673068425E+001|+6.71580367612E+001|+6.98372111616E+001|+7.28335171621E+001|+7.66601072314E+001|+7.18364768788E+001|+8.13325954147E+001|+1.10923365490E+002|+1.37442871448E+002|+1.83974126693E+002|+2.08117906853E+002|+2.36971368802E+002|+3.37562699485E+002|+3.24296077872E+002|+2.50580560668E+002|+2.46066453895E+002|+2.39213623642E+002|+2.11617800381E+002|+1.92758051726E+002|+1.77538201181E+002|+1.60400790935E+002|+1.58242002925E+002|+1.54168622070E+002|+1.43481301280E+002|+1.43278550977E+002|+1.35226054364E+002|+1.32387708949E+002|+1.24714745852E+002|+1.15576219439E+002|+1.12255105617E+002|+1.14007462589E+002|+1.22747161437E+002|+1.22478183059E+002|+1.26619642813E+002|+1.28793931447E+002|+1.27162398902E+002|+1.27328657855E+002|+1.31680829168E+002|+1.32139218976E+002|+1.25952957083E+002|+1.20928966822E+002|+1.17024741280E+002|+1.15612200153E+002|+1.13317744556E+002|,'+5.28025792500E+001|+4.91568020767E+001|+4.73836139812E+001|+4.68755381673E+001|+4.96015760472E+001|+4.73801095184E+001|+5.58107516286E+001|+6.82193505197E+001|+1.08232521712E+002|+1.07796609606E+002|+9.95806675754E+001|+7.98873612668E+001|+6.72694531866E+001|+6.00192533387E+001|+5.52500827135E+001|+5.11392660385E+001|+5.22032641307E+001|+6.46982060989E+001|+6.57128824795E+001|+5.86452649813E+001|+5.50173498246E+001|+7.27751122083E+001|+8.52483697747E+001|+1.12681925962E+002|+1.17989630028E+002|+1.35539874246E+002|+1.73215971199E+002|+2.35154552426E+002|+3.28295477184E+002|+3.62469711784E+002|+2.96535502345E+002|+2.44706960206E+002|+2.56821001870E+002|+2.26685807628E+002|+1.86584006411E+002|+1.75270614026E+002|+1.72440946247E+002|+1.66906452433E+002|+1.50101167886E+002|+1.45725125967E+002|+1.41973992016E+002|+1.39329690135E+002|+1.30430171880E+002|+1.21891648302E+002|+1.20024428164E+002|+1.16024333870E+002|+1.30448662104E+002|+1.32381751391E+002|+1.26558565247E+002|+1.21483138109E+002|+1.24394590422E+002|+1.26239590052E+002|+1.25240915575E+002|+1.24980771142E+002|+1.24840305066E+002|+1.25844468645E+002|+1.22471277671E+002|+1.18390798123E+002|+1.17344721672E+002|+1.15219024785E+002|+1.12622934693E+002|,,13.67982527,22.16258471,,100,Pass,Pass,N/A,0.010854116,0.012927661,0,55.3384552|52.469326|49.938797|50.2822151|51.52491|49.5763817|55.1173134|72.4532776|97.0343094|107.588264|98.4905701|83.8086395|70.5053406|60.1577301|53.0464401|51.2679291|56.7103081|62.5494614|65.1301346|72.9623489|73.9381561|72.1771088|76.7422256|93.0005569|121.652725|158.683044|181.333649|199.472137|277.148895|338.70871|296.028107|268.760132|250.458313|230.439453|210.739197|193.299591|178.541901|164.960236|157.665283|156.595062|154.898651|147.754669|139.37265|130.93689|123.03363|118.689865|119.514404|121.472298|121.450569|125.739449|131.491089|135.248779|138.296906|138.363785|133.996902|129.467453|124.964821|121.398315|118.125877|115.198204|111.948868,53.1231117|50.3611603|47.8300171|48.2030754|49.1486778|47.0963516|51.6441078|67.8978806|92.5147324|105.09623|99.109|83.3980103|67.9618225|57.2438927|49.9012566|47.384|53.9158|61.4538574|63.8340378|69.9261475|68.727066|67.7732773|74.7744217|87.7374496|107.303627|148.49646|202.304443|243.735718|316.032745|360.572266|305.182587|262.125488|233.711548|210.84079|195.939|181.60611|169.987488|158.988037|154.215698|152.3367|148.40979|141.756622|135.030579|127.63385|119.808403|117.000473|119.928299|120.743858|116.899475|118.803787|124.918083|131.240479|136.129654|137.085938|132.499756|126.96067|122.600098|119.263397|115.769615|112.991615|109.700508,,Yes,34.74,1807.591886,32.83,1963.564961,57.07|53.47|51.35|52.36|51.98|52.97|69.76|97.38|99.43|89.65|77.81|70.5|61.66|53.4|47.41|46.76|50.19|52.6|56.98|62.19|72.64|73.84|80.05|103.24|126.18|160.41|178.89|175.87|225.1|281.86|319.68|301.2|268.65|231.81|206.16|192.73|175.04|165.72|163.77|158.91|148.86|139.32|131.72|125.11|118.95|117.29|120.27|123.26|124.63|123.73|126.12|131.17|136.61|136.51|133.65|130.07|126.25|122.43|118.78|115.73|112.96,6-9_61_20250108-075200,V8_6-9_61_20250214-113641,0.017,0,0.017,0,Infinity,#NAME?
2,CRST_109,A1816812508300130162,ALDER_EX1_MPT_8168_UP,8168,Up,,Passed,31.31,-21.05,-52.09,99.3596673,0,0,25/02/2025,0:00:38,1,21,1000,0,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,1000,0,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Infinity,#NAME?,Pass,N/A,N/A,N/A,N/A,N/A,Pass,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pass,N/A,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06578132,21.6868881,0,,,,'+5.51401585596E+001|+5.28000440691E+001|+5.14311434710E+001|+4.90998015252E+001|+4.43253609709E+001|+4.19534187674E+001|+6.00641869028E+001|+8.54136506651E+001|+1.12202314487E+002|+1.04740301396E+002|+8.70613974487E+001|+7.62820503773E+001|+6.74664765828E+001|+5.89568879133E+001|+5.01506297537E+001|+4.41355269392E+001|+4.85573334063E+001|+5.61474445121E+001|+6.02808727054E+001|+7.09621435731E+001|+8.73403213103E+001|+9.63398522127E+001|+8.64629033171E+001|+8.14510332149E+001|+9.84652658122E+001|+1.20038775207E+002|+1.83025471040E+002|+2.05658068959E+002|+2.00178015385E+002|+2.74060664537E+002|+3.12234273828E+002|+2.72436862061E+002|+2.49591969849E+002|+2.35512698506E+002|+2.13918256295E+002|+1.96226836104E+002|+1.87852162310E+002|+1.75453758597E+002|+1.70487255641E+002|+1.60268210615E+002|+1.50566731641E+002|+1.44829459744E+002|+1.36547970319E+002|+1.38197460973E+002|+1.29922403103E+002|+1.20291704428E+002|+1.13954965069E+002|+1.11226936110E+002|+1.14431030181E+002|+1.14294829003E+002|+1.21594242893E+002|+1.26707783270E+002|+1.29852644704E+002|+1.30947689690E+002|+1.27056234494E+002|+1.29841678873E+002|+1.26364270241E+002|+1.22450757184E+002|+1.18577468370E+002|+1.16463605798E+002|+1.13185664774E+002|,'+5.47369039521E+001|+5.08910495356E+001|+4.75221700432E+001|+4.73619244096E+001|+4.66643339001E+001|+4.86467150712E+001|+6.24851492420E+001|+9.04526151083E+001|+1.03556956546E+002|+9.57214761219E+001|+8.71737607683E+001|+7.10185507036E+001|+6.04424040995E+001|+5.36435432455E+001|+4.72328621072E+001|+4.34068997700E+001|+5.26678120713E+001|+6.83142944530E+001|+7.49777382488E+001|+6.98967166989E+001|+5.85529903529E+001|+6.96448505591E+001|+8.94553656595E+001|+1.04637359241E+002|+1.05096217447E+002|+1.29270279323E+002|+1.69040206829E+002|+2.29320351797E+002|+3.04966928594E+002|+3.98278608424E+002|+3.43588692558E+002|+2.69846818393E+002|+2.55326573763E+002|+2.31914954575E+002|+1.91718865153E+002|+1.85171284117E+002|+1.79636235179E+002|+1.68090745416E+002|+1.55686058229E+002|+1.51373323923E+002|+1.55916648641E+002|+1.49874335384E+002|+1.39083296362E+002|+1.29502452225E+002|+1.21062438976E+002|+1.12554501997E+002|+1.11989303036E+002|+1.13615450163E+002|+1.19806824839E+002|+1.17879810365E+002|+1.28722634449E+002|+1.36728426870E+002|+1.27840653980E+002|+1.24128236891E+002|+1.22057577739E+002|+1.25418258663E+002|+1.23601845503E+002|+1.22997293173E+002|+1.22933377866E+002|+1.18979903066E+002|+1.15377637645E+002|,,12.06578132,21.6868881,,100,Pass,Pass,N/A,0.014513153,0.012910191,0,56.5764885|53.0591621|49.9647369|50.1397705|51.4425583|50.0872765|58.9056511|86.0396|110.090767|109.255264|96.903595|81.7841644|69.8091049|60.6176567|53.6145325|49.825489|52.5456581|59.2424736|64.6745148|71.6718597|78.1417542|74.3241577|77.7283707|93.9633636|112.963776|143.246582|174.784119|200.621307|249.475189|275.54776|291.831024|283.948853|265.937469|241.249268|215.015961|195.878967|181.864594|171.013153|166.464691|167.41452|163.563538|154.726624|145.677032|136.419|127.81852|123.977295|124.642708|125.436|124.414841|125.744804|129.019318|134.757721|140.198608|141.138123|136.854858|131.687134|127.522926|124.45668|121.187515|117.705452|113.899529,54.5107651|51.5897942|49.8371|52.0160751|52.298748|50.8503075|63.1190338|92.1101913|109.638496|106.11216|93.1555786|79.7101288|67.5296555|57.9601479|51.4498596|50.2389145|56.8515282|62.9111671|64.8152313|75.8798523|76.7001|74.9506454|82.7780838|94.6987534|113.719215|150.225098|188.105316|221.098694|313.009308|389.027802|338.414093|280.038727|245.002289|221.567108|201.713409|184.182556|170.771393|160.136414|156.142456|155.10733|151.65863|143.957733|136.188126|128.960083|122.000877|119.487648|122.542038|124.935188|123.003159|125.138718|130.516296|135.128754|138.15152|138.09549|133.606537|128.212738|123.914413|120.668907|117.382034|114.357277|111.224358,,Yes,34.74,1807.591886,32.83,1963.564961,57.07|53.47|51.35|52.36|51.98|52.97|69.76|97.38|99.43|89.65|77.81|70.5|61.66|53.4|47.41|46.76|50.19|52.6|56.98|62.19|72.64|73.84|80.05|103.24|126.18|160.41|178.89|175.87|225.1|281.86|319.68|301.2|268.65|231.81|206.16|192.73|175.04|165.72|163.77|158.91|148.86|139.32|131.72|125.11|118.95|117.29|120.27|123.26|124.63|123.73|126.12|131.17|136.61|136.51|133.65|130.07|126.25|122.43|118.78|115.73|112.96,6-9_61_20250108-075200,V8_6-9_61_20250214-113641,0.017,0,0.017,0,Infinity,#NAME?
